"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"541","2016-01-01 03:21:20","2016-01-01 03:30:21","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","835","Subscriber",\N,"0"
"223","2016-01-01 06:57:30","2016-01-01 07:01:13","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","180","Mt Auburn","42.37478628706384","-71.13320231437683","1572","Subscriber","1987","2"
"191","2016-01-01 07:25:28","2016-01-01 07:28:39","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","1495","Subscriber","1976","2"
"194","2016-01-01 07:28:25","2016-01-01 07:31:39","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","13","Subscriber","1989","2"
"146","2016-01-01 07:39:50","2016-01-01 07:42:16","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","813","Subscriber","1989","2"
"1243","2016-01-01 08:49:02","2016-01-01 09:09:45","107","Ames St at Main St","42.3625","-71.08822","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","1495","Customer","1968","2"
"248","2016-01-01 08:50:56","2016-01-01 08:55:04","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1270","Subscriber","1987","1"
"297","2016-01-01 08:51:52","2016-01-01 08:56:49","70","Harvard Kennedy School at Bennett St / Eliot St","42.371196","-71.121473","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","1562","Customer","1976","2"
"174","2016-01-01 09:27:37","2016-01-01 09:30:31","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","271","Customer","1976","1"
"174","2016-01-01 09:27:40","2016-01-01 09:30:35","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","86","Customer","1967","2"
"150","2016-01-01 09:29:59","2016-01-01 09:32:30","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","100","Davis Square","42.396969","-71.123024","322","Customer","1981","1"
"511","2016-01-01 09:39:49","2016-01-01 09:48:21","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","171","Bunker Hill Community College","42.37408991426522","-71.06905996799469","674","Customer","1982","1"
"443","2016-01-01 09:41:31","2016-01-01 09:48:55","143","EF - North Point Park","42.369885","-71.069957","141","Kendall Street","42.363560158429884","-71.08216792345047","450","Subscriber","1983","1"
"649","2016-01-01 09:47:05","2016-01-01 09:57:54","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","107","Ames St at Main St","42.3625","-71.08822","1194","Customer","1968","2"
"333","2016-01-01 10:08:39","2016-01-01 10:14:12","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","1139","Customer","1962","2"
"204","2016-01-01 10:15:20","2016-01-01 10:18:44","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","107","Ames St at Main St","42.3625","-71.08822","774","Subscriber","1986","2"
"1020","2016-01-01 10:20:40","2016-01-01 10:37:41","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1215","Subscriber",\N,"0"
"1378","2016-01-01 10:20:40","2016-01-01 10:43:39","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1086","Customer","1964","1"
"1000","2016-01-01 10:20:45","2016-01-01 10:37:25","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1475","Subscriber",\N,"0"
"973","2016-01-01 10:21:14","2016-01-01 10:37:27","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1454","Customer","1986","1"
"978","2016-01-01 10:21:14","2016-01-01 10:37:32","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1085","Customer","1985","2"
"661","2016-01-01 10:39:49","2016-01-01 10:50:50","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1215","Subscriber",\N,"0"
"643","2016-01-01 10:40:01","2016-01-01 10:50:44","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1475","Subscriber",\N,"0"
"637","2016-01-01 10:40:10","2016-01-01 10:50:47","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1454","Customer","1986","1"
"619","2016-01-01 10:40:24","2016-01-01 10:50:43","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1085","Customer","1985","2"
"339","2016-01-01 10:51:29","2016-01-01 10:57:08","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1568","Subscriber","1968","2"
"519","2016-01-01 11:09:03","2016-01-01 11:17:43","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","107","Ames St at Main St","42.3625","-71.08822","285","Subscriber","1982","1"
"418","2016-01-01 11:25:05","2016-01-01 11:32:04","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","642","Subscriber","1965","1"
"947","2016-01-01 11:28:24","2016-01-01 11:44:12","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1475","Subscriber",\N,"0"
"912","2016-01-01 11:28:47","2016-01-01 11:44:00","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1186","Subscriber",\N,"0"
"900","2016-01-01 11:29:01","2016-01-01 11:44:01","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1085","Customer","1985","2"
"909","2016-01-01 11:29:11","2016-01-01 11:44:20","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1454","Customer","1986","1"
"281","2016-01-01 11:31:36","2016-01-01 11:36:17","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1002","Subscriber","1978","1"
"276","2016-01-01 11:31:45","2016-01-01 11:36:22","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","738","Subscriber","1980","2"
"182","2016-01-01 11:33:30","2016-01-01 11:36:32","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","644","Subscriber","1986","1"
"357","2016-01-01 11:37:38","2016-01-01 11:43:36","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","948","Customer","1992","1"
"350","2016-01-01 11:47:25","2016-01-01 11:53:16","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","1475","Subscriber",\N,"0"
"338","2016-01-01 11:48:00","2016-01-01 11:53:39","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","1488","Subscriber",\N,"0"
"304","2016-01-01 11:48:10","2016-01-01 11:53:14","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","1454","Customer","1986","1"
"263","2016-01-01 11:48:48","2016-01-01 11:53:11","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","107","Ames St at Main St","42.3625","-71.08822","1069","Customer","1985","2"
"726","2016-01-01 11:59:07","2016-01-01 12:11:14","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","156","Subscriber","1988","1"
"165","2016-01-01 12:08:20","2016-01-01 12:11:05","179","MIT Vassar St","42.355601213279265","-71.10394477844238","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","1122","Subscriber","1984","1"
"396","2016-01-01 12:10:29","2016-01-01 12:17:06","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","14","Subscriber","1992","1"
"7368","2016-01-01 12:12:05","2016-01-01 14:14:54","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","751","Customer","1954","1"
"584","2016-01-01 12:30:05","2016-01-01 12:39:49","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","1114","Customer","1989","1"
"303","2016-01-01 12:32:22","2016-01-01 12:37:25","179","MIT Vassar St","42.355601213279265","-71.10394477844238","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","708","Subscriber","1985","1"
"1491","2016-01-01 12:38:32","2016-01-01 13:03:23","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","21","Prudential Center / Belvidere","42.345959","-71.082578","784","Subscriber","1990","2"
"211","2016-01-01 12:40:22","2016-01-01 12:43:54","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1100","Customer","1962","1"
"381","2016-01-01 12:41:01","2016-01-01 12:47:23","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","107","Ames St at Main St","42.3625","-71.08822","1538","Subscriber","1991","2"
"246","2016-01-01 12:42:13","2016-01-01 12:46:19","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1114","Subscriber","1986","1"
"266","2016-01-01 12:42:14","2016-01-01 12:46:41","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","620","Subscriber","1980","1"
"282","2016-01-01 13:15:39","2016-01-01 13:20:21","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","13","Subscriber","1985","1"
"689","2016-01-01 13:16:06","2016-01-01 13:27:35","179","MIT Vassar St","42.355601213279265","-71.10394477844238","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1550","Subscriber",\N,"0"
"642","2016-01-01 13:16:42","2016-01-01 13:27:24","179","MIT Vassar St","42.355601213279265","-71.10394477844238","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1431","Subscriber",\N,"0"
"813","2016-01-01 13:19:27","2016-01-01 13:33:01","177","University Park","42.36264779118595","-71.10006093978882","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","853","Subscriber","1984","1"
"363","2016-01-01 13:21:07","2016-01-01 13:27:11","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","107","Ames St at Main St","42.3625","-71.08822","1281","Subscriber","1992","1"
"790","2016-01-01 13:24:38","2016-01-01 13:37:49","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1122","Subscriber","1984","1"
"1018","2016-01-01 13:29:27","2016-01-01 13:46:25","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","179","MIT Vassar St","42.355601213279265","-71.10394477844238","1017","Subscriber",\N,"0"
"1098","2016-01-01 13:30:07","2016-01-01 13:48:26","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","691","Subscriber","1996","1"
"937","2016-01-01 13:30:58","2016-01-01 13:46:35","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","179","MIT Vassar St","42.355601213279265","-71.10394477844238","14","Subscriber",\N,"0"
"220","2016-01-01 13:36:52","2016-01-01 13:40:32","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","387","Subscriber","1984","1"
"1469","2016-01-01 13:42:26","2016-01-01 14:06:56","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","1104","Customer","1988","2"
"1246","2016-01-01 13:46:29","2016-01-01 14:07:16","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","196","Subscriber",\N,"0"
"1976","2016-01-01 13:49:28","2016-01-01 14:22:24","179","MIT Vassar St","42.355601213279265","-71.10394477844238","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","14","Subscriber",\N,"0"
"341","2016-01-01 13:49:34","2016-01-01 13:55:15","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","179","MIT Vassar St","42.355601213279265","-71.10394477844238","691","Subscriber","1990","2"
"701","2016-01-01 13:49:41","2016-01-01 14:01:23","143","EF - North Point Park","42.369885","-71.069957","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1134","Subscriber","1972","2"
"1951","2016-01-01 13:49:43","2016-01-01 14:22:15","179","MIT Vassar St","42.355601213279265","-71.10394477844238","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","1017","Subscriber",\N,"0"
"348","2016-01-01 13:52:20","2016-01-01 13:58:08","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","107","Ames St at Main St","42.3625","-71.08822","1514","Subscriber","1990","1"
"226","2016-01-01 13:55:58","2016-01-01 13:59:44","177","University Park","42.36264779118595","-71.10006093978882","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","451","Subscriber",\N,"0"
"216","2016-01-01 13:56:00","2016-01-01 13:59:37","177","University Park","42.36264779118595","-71.10006093978882","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","449","Subscriber",\N,"0"
"181","2016-01-01 13:59:39","2016-01-01 14:02:40","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","754","Subscriber","1991","1"
"454","2016-01-01 14:07:04","2016-01-01 14:14:38","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","1002","Subscriber","1978","1"
"464","2016-01-01 14:07:05","2016-01-01 14:14:49","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","156","Subscriber","1980","2"
"537","2016-01-01 14:19:56","2016-01-01 14:28:53","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","371","Subscriber","1992","1"
"621","2016-01-01 14:23:21","2016-01-01 14:33:42","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","738","Subscriber","1988","1"
"1011","2016-01-01 14:23:49","2016-01-01 14:40:40","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","78","Union Square - Somerville","42.379637","-71.095319","913","Subscriber","1989","1"
"934","2016-01-01 14:25:28","2016-01-01 14:41:02","117","Binney St / Sixth St","42.366095","-71.086388","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1293","Customer","1974","1"
"299","2016-01-01 14:29:54","2016-01-01 14:34:53","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","1473","Subscriber","1972","2"
"374","2016-01-01 14:32:32","2016-01-01 14:38:47","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","1094","Subscriber","1955","2"
"1360","2016-01-01 14:50:16","2016-01-01 15:12:56","115","Porter Square Station","42.387995","-71.119084","57","Columbus Ave. at Mass. Ave.","42.340799","-71.081572","155","Subscriber","1988","1"
"691","2016-01-01 14:55:54","2016-01-01 15:07:26","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","708","Subscriber","1989","2"
"687","2016-01-01 14:56:01","2016-01-01 15:07:28","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","754","Customer","1986","1"
"381","2016-01-01 15:07:22","2016-01-01 15:13:43","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","347","Customer","1983","2"
"505","2016-01-01 15:10:40","2016-01-01 15:19:06","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1473","Subscriber","1987","1"
"584","2016-01-01 15:11:28","2016-01-01 15:21:12","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1094","Subscriber","1955","2"
"943","2016-01-01 15:14:46","2016-01-01 15:30:30","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","646","Subscriber",\N,"0"
"935","2016-01-01 15:14:59","2016-01-01 15:30:34","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","1550","Subscriber",\N,"0"
"502","2016-01-01 15:17:52","2016-01-01 15:26:15","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","115","Porter Square Station","42.387995","-71.119084","121","Subscriber","1987","1"
"179","2016-01-01 15:17:54","2016-01-01 15:20:54","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1456","Subscriber","1989","1"
"331","2016-01-01 15:19:00","2016-01-01 15:24:31","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","909","Subscriber",\N,"0"
"905","2016-01-01 15:23:15","2016-01-01 15:38:20","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","893","Subscriber","1975","1"
"764","2016-01-01 15:26:44","2016-01-01 15:39:28","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","78","Union Square - Somerville","42.379637","-71.095319","90","Subscriber",\N,"0"
